date,all_auc,recall,precision,loss_average,acc_average,f1
2019-07-26,0.976214078920079,0.1745537523192084,0.6727765904981095,0.019436372427908834,0.9749252275351119,0.27718983355063753
2019-07-27,0.9757762084292398,0.15194519207242477,0.6183411331275516,0.01910694198797775,0.9756761134638786,0.24394555418066116
2019-07-28,0.9744975382770658,0.0974124809741248,0.6597938144329897,0.019035074072232577,0.986184675141243,0.16976127320954906
2019-07-29,0.9606433388985179,0.47464401698725955,0.5082932049224184,0.03244499239594004,0.9799521472410946,0.49089264952848466
2019-07-30,0.9514147382723901,0.11492209219628888,0.4393227879387049,0.025792425485790395,0.97984375,0.1821862348178138
2019-07-31,0.9603333694758917,0.09293427954335082,0.5124191902007486,0.02325240709506092,0.9783969533878499,0.15733389051399915
2019-08-01,0.9547549210817269,0.08446541779875114,0.5124843343295094,0.025125862324213693,0.9810986857501197,0.14502796344291366
2019-08-02,0.9514305026840155,0.29006968641114983,0.5388349514563107,0.03288473678774853,0.9854630466663477,0.37712344280860705
2019-08-03,0.9276775109196733,0.09548167092924126,0.5022421524663677,0.02788610332712167,0.9778327716933446,0.16045845272206302
2019-08-04,0.9297641332332628,0.032534246575342464,0.5671641791044776,0.02744638489278162,0.9811835106382979,0.06153846153846154
2019-08-05,0.9448879615812462,0.08088851634534787,0.5287671232876713,0.02615095769680669,0.9806236530172414,0.14031261359505637
2019-08-06,0.9206501713343036,0.07479064395033208,0.3050647820965842,0.02720691937995843,0.9855895749716675,0.12012987012987013
2019-08-07,0.9024947983506457,0.0447347585114806,0.6726190476190477,0.029776880286303105,0.9545306917279959,0.08389012620638457
2019-08-08,0.8505924488248668,0.11855670103092783,0.2795138888888889,0.06404193110858768,0.9799536401098901,0.16649431230610134
2019-08-09,0.8901430118172631,0.1413738019169329,0.19471947194719472,0.04754968453968098,0.975574724270068,0.16381304951411382
2019-08-10,0.9431357147161727,0.13215258855585832,0.45433255269320844,0.02338287918380291,0.9860172951306413,0.20474934036939313
