date,all_auc,recall,precision,loss_average,acc_average,f1
2019-07-26,0.9707499600978838,0.20633362497599284,0.6019798281658573,0.02052007891043408,0.9746073743709764,0.3073280040684646
2019-07-27,0.9667780929934513,0.18761040235525026,0.5294972995429996,0.02103520010927313,0.9751296604392388,0.27705517916017536
2019-07-28,0.9650833442529778,0.22436500470366885,0.49430051813471504,0.02213280148365833,0.9806163926946555,0.30863798123584596
2019-07-29,0.9605479432227464,0.06007669365146996,0.5850622406639004,0.02221927324712693,0.983810837266902,0.10896445131375579
2019-07-30,0.9545173079378985,0.13145803222814245,0.473210125795931,0.02399263541216259,0.977742942947164,0.20575673166202413
2019-07-31,0.9452737093049803,0.12230299280798082,0.4434008551202075,0.026594310547816673,0.9809836515897559,0.19172311375793671
2019-08-01,0.9460431442967062,0.11983471074380166,0.45464725643896975,0.02368164405320188,0.983377069111443,0.1896753095071245
2019-08-02,0.9316760434231908,0.09180846853977048,0.41952983725135623,0.023265686965621382,0.984946786917173,0.15064935064935067
2019-08-03,0.9074388064783478,0.056332556332556336,0.36523929471032746,0.02704339160913106,0.9823425212975099,0.09761023224503534
2019-08-04,0.905585193727804,0.049651210504718914,0.35276967930029157,0.027263658135158485,0.9839802631578948,0.0870503597122302
2019-08-05,0.899086207355613,0.049019607843137254,0.2551984877126654,0.027380683675663983,0.9855312131485849,0.08224185196466646
2019-08-06,0.9042535254248386,0.05804857966241252,0.3971830985915493,0.027474880966299027,0.9849097573874044,0.10129310344827587
2019-08-07,0.8984184546644284,0.05261348005502063,0.3362637362637363,0.029038275373997457,0.9855167904790783,0.09099018733273863
2019-08-08,0.8822517870662065,0.04152249134948097,0.3821656050955414,0.03229227341195201,0.9834389400921659,0.0749063670411985
2019-08-09,0.8431258484569233,0.029498525073746312,0.3448275862068966,0.035020553810842986,0.9809232954545455,0.05434782608695652
2019-08-10,0.8211811955341224,0.029568934805842537,0.3672566371681416,0.03557530030094331,0.9818887515943877,0.05473128915265414
2019-08-11,0.8179945665969359,0.030133146461107218,0.3926940639269406,0.03723057471437196,0.9851572556127187,0.05597136348844777
2019-08-12,0.8084623229870816,0.03034959661928544,0.42245989304812837,0.037731833668029464,0.983740897747213,0.056630824372759854
