date,all_auc,recall,precision,loss_average,acc_average,f1
2019-07-26,0.982466638547284,0.2206955408576915,0.646621241482778,0.01741899119070801,0.975078660309531,0.3290756676793866
2019-07-27,0.9838880108650557,0.2167964432217337,0.6194553621560921,0.016528384548213523,0.9760593029881561,0.32118488327662437
2019-07-28,0.9752019467358146,0.3902524544179523,0.6214405360134003,0.02015984640674897,0.9833787691286229,0.47943140211070434
2019-07-29,0.971130134903148,0.37934491978609625,0.47350855235711303,0.029101806941828543,0.9775405631491647,0.42122842827982926
2019-07-30,0.9834683352496318,0.42531272994849156,0.6639862148190695,0.017520621553931626,0.9856691316793893,0.5185019062570083
2019-07-31,0.9644704528075662,0.15852633545013076,0.4796552698502402,0.025911464085773182,0.9792877705807451,0.23829578156804943
2019-08-01,0.962387361461927,0.12920718773762357,0.44899520200264237,0.023395338030805884,0.9817784484657908,0.2006681687514568
2019-08-02,0.9768761006164829,0.37393986121819583,0.5900243309002433,0.019074559850490457,0.9866442820792856,0.4577630957999056
2019-08-03,0.9702498060951626,0.4122089364380113,0.5700609225413403,0.02449246415193484,0.9854345073357471,0.4784514243973703
2019-08-04,0.9338443679594832,0.05711849957374254,0.5403225806451613,0.026604941447650687,0.9779512426284751,0.10331534309946029
2019-08-05,0.9242981851919526,0.2248,0.29735449735449737,0.03641963286899364,0.9835629480286738,0.2560364464692483
2019-08-06,0.9600708480247423,0.2737850787132101,0.4920049200492005,0.024406345948351484,0.9843387891077636,0.35180299032541773
2019-08-07,0.8904348046548782,0.030087094220110848,0.5277777777777778,0.03224295796615862,0.9542122110234279,0.056928838951310866
2019-08-08,0.8577982715479936,0.12198303979125896,0.28205128205128205,0.06830462294385527,0.9801935653738796,0.17030965391621128
2019-08-09,0.8798367170518726,0.10283960092095165,0.20775193798449612,0.04007477628039156,0.9798536925220622,0.13757700205338808
2019-08-10,0.9060691692802114,0.09697508896797152,0.2718204488778055,0.03207308445084379,0.9830944743377483,0.14295081967213114
