date,all_auc,recall,precision,loss_average,acc_average,f1
2019-07-26,0.9745742950802512,0.17342803515058441,0.6480433569777636,0.019897385936660135,0.9747709701377227,0.2736282411536067
2019-07-27,0.9751055550114079,0.12451791987029895,0.6349743204309157,0.01956703428364488,0.9755875790682519,0.2082066869300912
2019-07-28,0.9732318725416748,0.07263294422827497,0.691358024691358,0.019689453857889543,0.9860356280193237,0.13145539906103287
2019-07-29,0.9903846153846153,0.75,0.75,0.011496599225210957,0.9863013625144958,0.75
2019-07-30,0.9844376362818366,0.494949494949495,0.7385774846914743,0.01694001224341873,0.987849811018208,0.5927045927045926
2019-07-31,0.9637087319943943,0.054403978478489205,0.7726027397260274,0.022343534979604427,0.9815749355971204,0.10165011214354373
2019-08-01,0.9654943449919764,0.1575585905785989,0.5854394315210834,0.022686061834342543,0.9831131876523415,0.24829409757761858
2019-08-02,0.9731265699746773,0.3849529780564263,0.6121635094715853,0.01939772389913304,0.987378912071535,0.47267128560431093
2019-08-03,0.9770349188523325,0.42724828204362114,0.6641895030190432,0.016856587179248067,0.9866407425990968,0.52
2019-08-04,0.9466361884358849,0.2794619173929519,0.511088011088011,0.025033030222375144,0.9833845470006184,0.3613424791768741
2019-08-05,0.9772650436179205,0.4264765784114053,0.7079107505070994,0.01994044203966954,0.9894436804132154,0.5322826639552618
2019-08-06,0.9539634433894724,0.2326793378295524,0.4544910179640719,0.02290664836479382,0.9864819071192834,0.3077858880778589
2019-08-07,0.9679686652712476,0.4569152787834902,0.6067307692307692,0.0206112903822615,0.9882558372002167,0.5212722015695994
2019-08-08,0.9620417996912476,0.34773349558868266,0.6775340841730884,0.022191494435419117,0.9870422535211267,0.45958986731001206
2019-08-09,0.9777100511484255,0.4308093994778068,0.7138994050838291,0.017492651260887403,0.985085655120482,0.5373498880521067
2019-08-10,0.974033274747233,0.27956624872924435,0.7419064748201439,0.019616756006873567,0.9848513666696833,0.40610386413979815
2019-08-11,0.9672383418560677,0.36086701816051553,0.5487750556792873,0.023163641075406194,0.9862909498023568,0.4354126170701538
2019-08-12,0.9650879320685711,0.3122043519394513,0.6309751434034416,0.022559215827259387,0.9861559929494712,0.4177215189873418
